CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
5613,Female,52,10613,81,Healthcare,9,2
5614,Male,39,10614,23,Engineer,1,6
5615,Male,72,10615,70,Healthcare,8,6
5616,Female,55,10616,47,Artist,10,4
5617,Male,29,10617,74,Lawyer,5,1
5618,Male,38,10618,20,Marketing,1,6
5619,Female,44,10619,79,Artist,1,3
5620,Male,58,10620,44,Entertainment,6,5
5621,Male,77,10621,30,Healthcare,1,2
5622,Female,56,10622,61,Entertainment,1,7
5623,Male,79,10623,52,Artist,0,2
5624,Female,97,10624,4,Doctor,1,7
5625,Male,78,10625,12,Healthcare,1,6
5626,Female,91,10626,50,Healthcare,0,1
5627,Male,35,10627,8,Lawyer,0,5
5628,Female,43,10628,27,Artist,13,4
5629,Female,37,10629,83,Lawyer,1,2
5630,Male,63,10630,42,Artist,3,3
5631,Female,16,10631,82,Healthcare,0,7
5632,Male,32,10632,92,Artist,0,5
5633,Male,91,10633,90,Artist,0,1
